MLNEv85tZLCBBPkBJ,1,0,0,1,9,3,3,3.0
m3PpL6WcoykRyE6pm,0,1,1,1,9,0,2,2.0
peZip3nZ25pQ4ism4,1,0,1,1,9,9,2,1.8333333333333333
i8NjyEXvuMDxg5nGL,0,1,1,1,9,0,2,2.5
XEFQSfMA4Np9cuPw7,0,1,0,1,9,0,-1,1.5
NEBKBc4v4z22JjHsM,0,1,1,1,9,0,2,2.5
MxvzFzxhex6KtCcJv,0,1,0,1,9,6,2,1.5
Xyy2u4fX5w8ZXBK3y,0,0,1,1,9,9,3,1.1666666666666665
w7iHdtHuvS62tpX9A,1,1,0,1,9,9,0,0.8333333333333333
PmfEWQEeSM8RQm9sL,0,0,0,1,9,6,0,1.3333333333333333
PxZYxaGdJhcnoWWsT,0,0,1,1,9,9,0,2.5
Go273GW8uicZrCdSD,0,0,1,1,9,3,2,1.5
RiaXcXZD8EMe3D675,0,0,0,1,9,0,3,1.3333333333333333
XAgek4Txgcr6zNhkX,0,1,0,1,9,9,3,3.0
qXjSPCjisfJ95eEvt,1,1,0,1,9,0,-2,1.0
yqvi6AycizdfMW67J,0,1,0,0,1,0,1,0.0
MWawPm7rihwQdSfEc,1,0,0,1,9,9,3,2.5
RRGteZxa2sZLjy7tF,1,1,0,1,9,3,1,1.1666666666666665
kErKZoNcgLDEQLh9h,0,1,0,1,2,0,0,0.6666666666666666
DjhvjjCAx4ASj2o8R,1,1,0,1,1,0,0,0.0
eCXK2ArfS3criAJTB,1,1,1,0,9,0,1,3.0
sd2kFccpmJrtKtWXt,1,0,0,1,9,5,-1,0.0
sXZRJJZZ4ukn5Rhsa,1,0,0,1,9,6,-2,0.0
nxAYw9WDEpZEActyW,0,1,0,1,9,9,-1,0.0
5myTGNQJvs2WKRHzh,0,1,1,0,9,0,2,0.5
2HF6FqEczphrX2Bid,0,1,0,1,9,9,2,2.5
JRcAvo7ghDwhDZL84,0,1,1,1,9,9,3,2.0
MA2uPdyzNp9BQAqer,0,0,0,1,2,0,1,0.0
PxTtMMdoKkhi9R3EA,0,1,1,1,4,0,2,1.0
PqWLTxemD9c69esfF,0,0,1,1,9,6,3,2.5
J2cummHqPe6hMCzQa,0,1,1,1,9,0,2,1.8333333333333333
HzyJf3ecpepyFffL9,0,1,0,1,9,9,0,1.1666666666666665
SJfYbZhnHTBay5yyX,0,1,1,0,9,0,3,2.5
WWN5DFC5NTCBf5mzm,0,1,1,0,9,9,2,3.0
pJmeMQeWgG5t6W9qP,0,0,1,0,9,0,3,3.0
rwmxw6YBuepteyj3w,1,1,0,1,9,9,0,0.0
MyrQHPY3F4WLXmc5X,0,0,1,1,9,0,3,3.0
2EaSSMTDRTavgzxWY,0,0,0,1,9,9,3,2.5
5eAZsM6sSPgLp2AGc,0,1,0,1,9,0,-1,0.5
EKWRiN76o86oB7anS,0,1,1,0,9,0,2,2.3333333333333335
A8Cj2fKdNtZJqYLwh,0,0,0,1,9,7,0,1.0
wLGnCDxPy8oExZXAx,0,0,1,1,9,9,3,3.0
KhryLZQ5TvoZre7Wq,0,0,1,1,7,0,1,2.333333333333333
yYx4x55HrFLHFahMb,0,0,0,1,9,0,2,0.0
9et3SfHGXPybDEQvA,1,1,0,1,9,9,3,2.5
MYDbh5c4b3ziMKmbt,0,0,1,1,9,9,3,1.5
5TdrRvXeviEEB2782,0,0,1,0,6,1,3,3.0
Yq2tfTdFxrtJJrtiK,1,0,0,1,7,0,1,1.5
XjQr98bXFF7M3ndcy,1,1,0,1,9,0,1,1.8333333333333333
cWth44wpGS4qP2Yub,0,0,0,1,4,0,-1,1.3333333333333333
YtSdEqNJzaQeCopij,1,0,0,1,9,9,2,2.0
H4f5GuygEFHZk35Nx,1,0,0,1,9,1,0,0.0
9bSZGxpzwYt8Zz8Kx,0,0,0,1,9,8,2,2.5
JzmhwhLyzer2RAe6v,0,1,0,1,9,0,2,2.333333333333333
no24mX6RndnhrbK2G,1,1,1,1,8,2,1,0.0
cSZYtAZP8JYGj5YJm,1,1,0,1,9,6,2,1.0
ozofPi8aj5tyaT4eg,0,1,1,1,9,0,3,3.0
L9LpdeQFGzvFngGYS,0,1,1,1,9,9,2,0.8333333333333333
vHTKf9kPuCEvY8Fb8,0,0,1,1,8,0,2,2.0
NvQHkQfCNThsLfjfy,1,0,1,1,9,0,3,2.333333333333333
mhWeQdWa9FaKczAnW,1,0,0,1,9,9,0,0.0
Ny9gao85Xj9EsukBG,0,1,1,1,9,0,0,0.6666666666666666
qTogdieYhMcvruSAz,0,1,1,1,9,9,3,3.0
qifugRh7PhFJPpCmX,0,1,1,1,9,6,2,2.5
WPYRr5aobwBj73DEK,1,0,1,1,9,0,3,1.5
SPtAAc7NJbzx6HGnv,0,1,1,1,9,9,2,2.5
R7dYKeoHCd6LvxxqK,0,1,1,1,9,0,0,2.0
bWNtxPkGd8xNqDf2H,0,1,1,0,9,9,3,3.0
zsJhRyaRoAYMth497,0,0,0,1,9,5,2,1.5
9n5EpvJB2WfCAocg2,0,1,1,1,9,0,0,1.5
veJrsxDb3LXrES4xG,0,0,1,1,0,0,3,0.3333333333333333
trErkp8jGhzNAdEsC,1,0,1,1,9,3,0,2.5
Zni6Soax4z3GW8Df2,1,1,0,1,9,0,0,1.0
XXfq2mbXgiwoevAzb,1,1,1,1,9,3,-1,0.8333333333333333
sRnsZm6AXGfuFXaBL,1,0,0,1,9,1,-3,0.3333333333333333
AqpMTK8pfa3ZDgCnX,0,0,0,1,9,9,1,0.6666666666666666
MrGZ6mh63fudmqYDf,0,1,0,1,9,0,-2,0.3333333333333333
pnco6QuR9SNdHu77x,1,1,0,1,9,9,3,1.0
b3JmtzQJQgAcnZnYE,0,1,1,1,9,9,2,1.0
AQxTawn2raLNgqZ3P,1,0,1,1,9,9,3,3.0
7WepedTffMwj4827y,1,0,0,1,9,9,1,0.3333333333333333
k3GpWCr7PFT6C8hp7,0,1,1,0,9,0,-1,1.5
oWHGBei3dY4SjyLpw,1,0,0,1,9,0,-1,1.0
46jJ5bQRXvenhFmTb,1,1,0,1,9,6,-1,0.8333333333333333
xPohAATJY45H5Nmhy,0,0,0,1,9,3,-1,1.1666666666666665
fhuLXXHqMQ5d8rDAn,1,0,0,1,9,0,3,2.5
QFG552t36L3EZH7Jy,0,1,1,1,9,0,1,2.5
i7HMczRwQwWbacY4R,1,0,0,1,9,0,0,0.5
YGJd65DmqYzQazNgB,1,0,0,1,9,6,-1,0.0
uiWHRDoF5BGb4wL2S,0,0,0,1,0,0,-1,0.0
2EXM3D2Y33A7MB3o7,0,1,1,1,9,0,-1,0.0
yZoeMgzGtaMeqaFnP,0,0,1,1,9,9,3,1.5
BNHYtgF3y6oE5Z7KQ,1,1,0,1,9,9,0,0.0
e3qn8csAYTbHfMxkK,1,1,0,1,9,9,3,0.5
kr7Pu2RZwAfTs2CKX,0,0,1,1,9,0,3,1.8333333333333333
q4HPxfuFegecSLdDp,1,0,1,1,9,6,0,1.6666666666666665
TYLSC3JKidf2ijqLa,0,1,1,1,9,9,2,1.8333333333333333
7pCqtPS3WupS8an42,0,1,1,1,9,0,3,2.0
DJkv5Fv9S4kWNyB3h,1,0,1,1,9,3,-1,0.0
wZbv3M3dFcDzAi36e,0,1,1,1,0,0,-2,1.8333333333333333
btruDZRTdLHpSMw8Z,1,1,1,1,9,4,3,1.6666666666666665
wtSLbuDzbcFjvfDEf,1,1,0,1,9,9,3,2.333333333333333
LpifnQpyoAC96S573,0,1,1,1,9,9,3,3.0
udy3MprwBQ5HiyMCT,0,1,1,1,9,1,3,3.0
e39vqG226v3BajR5r,1,1,0,1,9,1,2,1.3333333333333333
JJ5EnHryZ8c2oGQCB,0,1,1,1,9,0,3,0.0
DW37WiLZena9WDYfN,1,0,0,1,9,1,0,2.0
TRHpDyjtFJ4Bf98dL,0,0,0,1,5,0,1,0.0
RMo96PZASrs7J7ShD,0,0,0,1,9,1,0,0.8333333333333333
XgZraYjGuDarzP3r7,1,0,0,1,9,9,2,1.0
naXyBAkcHQnvmWAq2,1,0,0,1,9,9,2,1.3333333333333333
KtmBDbHyRWmxF3pSe,0,0,1,0,9,3,3,3.0
qBC3M3KQn9vNCcPqE,1,1,1,1,9,0,2,1.3333333333333333
KgZMYh23LzaJQn9xQ,0,0,0,1,9,0,3,3.0
XCDm5KKWWLKo82ig8,0,1,0,1,6,3,2,0.5
z5RvEc5BoDxBiH3iy,0,1,1,1,9,0,0,2.0
Q8rabz9pmuEnvSaoN,0,1,1,0,9,1,3,3.0
uaKgcq3eKvpoHhiRp,0,1,1,1,9,9,2,3.0
bgy5jAMHTgznc4ux5,0,1,1,1,9,0,3,3.0
4KFh6N3nNwuJAz9bM,0,1,1,1,9,9,1,3.0
2sTmttj6NkHQFsJLd,1,1,0,1,9,6,2,1.3333333333333333
2uka6dm2y2BiZJ2zv,1,1,1,1,6,0,1,2.5
8nBmn9tiXEPEpabJq,1,0,1,1,0,0,0,0.0
db7vBSrm7682SAdgu,0,0,0,1,9,0,-3,2.5
6SEWxX7BWwdBNKtgP,0,1,1,1,9,1,3,2.3333333333333335
cLfpHqBMQyBqJmqZN,0,1,1,0,9,9,1,3.0
yqM2BRFq8ZRfjjLkq,1,1,0,1,9,0,0,0.3333333333333333
EsvySo9AtybDSYAs8,0,0,1,1,9,0,3,3.0
65rkkh9mvCWJswXdW,0,1,1,1,9,6,3,2.5
fQW4FvoD7YJtY65Xj,0,1,1,0,9,2,3,1.6666666666666665
CBqTRZWRzXAgfN9Yy,0,1,1,1,7,2,1,2.0
3JMeDjgsrTwoAgacu,1,1,0,1,0,0,3,0.0
