snackBehav, grp, BIQseek, all_risky, button1, button2, buttons_all, SIC, PDQ1,1,1,1,0,0,10,3,2.333333333333333
0,1,1,1,9,0,9,3,3.0
0,1,1,1,6,0,9,4,0.8333333333333333
1,1,0,1,9,6,18,3,1.0
0,1,1,1,9,0,9,3,3.0
0,1,1,1,0,0,9,3,1.5
0,0,0,1,9,0,9,3,3.0
0,1,1,1,9,1,18,3,3.0
0,1,1,1,9,9,18,2,2.3333333333333335
1,1,0,1,9,6,16,0,2.5
0,1,1,1,9,3,9,3,1.5
0,1,1,1,9,0,9,3,3.0
0,1,1,1,6,0,11,4,1.5
1,1,0,1,6,6,18,2,1.0
1,1,1,1,9,0,9,3,3.0
0,0,0,1,0,0,9,1,0.0
0,1,1,1,9,0,0,3,3.0
1,1,0,1,9,9,15,0,1.5
0,1,1,1,4,1,9,0,2.5
1,1,0,1,9,0,9,-1,2.5
1,1,1,1,9,9,18,2,2.5
0,1,1,1,9,5,18,3,3.0
1,1,1,0,9,0,13,3,1.3333333333333333
0,0,1,1,0,0,10,empty,2.0
1,0,0,1,0,0,12,-3,0.3333333333333333
1,0,1,1,6,6,18,3,3.0
0,1,0,1,9,0,9,-1,1.8333333333333333
1,1,0,1,0,0,15,-1,0.0
0,0,1,1,6,0,18,3,2.5
0,0,0,1,6,0,15,2,1.0
0,1,1,1,9,8,9,1,3.0
0,0,1,1,9,6,15,3,2.5
1,1,0,1,9,6,9,-1,0.0
1,1,1,1,9,9,18,1,2.333333333333333
0,0,0,1,9,0,16,2,1.5
0,0,1,1,9,9,18,-2,0.3333333333333333
0,1,0,1,9,6,18,1,2.5
1,0,0,1,9,0,9,0,2.5
0,0,1,1,9,3,18,2,2.5
0,0,1,1,9,0,18,3,3.0
1,1,0,1,0,0,18,empty,3.0
1,1,1,1,6,3,18,4,2.5
0,0,1,1,9,0,9,3,3.0
1,0,0,1,9,3,15,1,1.3333333333333333
0,0,1,1,9,9,9,1,1.5
1,1,1,1,9,9,18,1,1.1666666666666665
0,0,1,1,0,0,7,3,3.0
0,1,1,0,9,1,12,4,3.0
0,1,1,1,9,6,9,2,1.3333333333333333
1,0,1,1,9,9,18,2,3.0
1,0,0,1,0,0,0,0,0.0
0,1,1,1,9,9,9,1,2.5
0,1,1,0,9,0,9,2,2.5
1,0,1,1,9,0,9,2,1.0
1,0,1,1,9,9,18,2,1.3333333333333333
0,0,0,1,6,0,18,-1,1.5
