snackBehav, grp, BIQseek, all_risky, button1, button2, buttons_all, SIC, PDQ1,1,1,1,0,0,10,3,2.333333333333333
0,0,1,1,9,0,9,3,3.0
0,0,1,1,9,0,12,3,3.0
1,1,1,0,9,9,15,1,3.0
0,0,1,1,9,0,9,3,3.0
0,1,1,1,9,0,6,3,3.0
1,0,1,0,6,0,15,2,3.0
1,0,0,0,9,4,18,2,2.5
0,1,1,0,9,3,18,3,3.0
1,0,1,1,9,0,9,1,2.333333333333333
1,1,0,1,9,9,12,2,2.5
1,0,0,1,9,3,12,3,2.0
0,0,0,1,9,1,15,3,3.0
1,1,1,1,9,9,9,1,2.5
1,0,0,1,9,9,15,1,1.1666666666666665
1,1,0,1,9,0,9,-1,0.0
1,1,1,1,9,9,18,3,3.0
0,0,1,1,0,0,0,0,0.5
1,1,1,1,6,6,15,1,1.0
0,0,1,1,9,2,11,3,3.0
1,0,1,1,9,3,13,1,2.3333333333333335
0,0,1,1,9,9,18,1,3.0
0,1,1,1,9,0,9,3,3.0
1,1,1,0,9,4,17,3,3.0
0,1,0,1,9,0,9,1,1.5
1,1,0,1,9,0,9,1,1.1666666666666665
0,0,1,1,9,9,18,1,0.0
0,1,0,1,3,1,16,1,0.0
1,1,1,1,9,3,9,2,3.0
0,1,0,1,1,1,9,2,0.0
0,0,0,1,9,0,10,0,1.3333333333333333
0,1,0,1,9,9,15,1,3.0
0,0,1,1,9,0,10,3,1.0
0,0,0,1,0,0,5,1,2.0
1,0,0,1,0,0,18,2,0.0
1,0,1,1,9,2,9,2,3.0
0,1,1,1,9,3,18,3,3.0
1,0,0,1,6,0,10,4,1.1666666666666665
0,1,0,1,9,9,18,1,1.5
1,0,0,1,9,1,13,1,2.0
0,1,0,1,9,1,9,4,2.5
0,1,1,0,9,0,9,1,2.0
0,1,1,1,9,0,18,3,3.0
0,1,1,1,9,0,9,3,3.0
1,0,0,1,0,0,10,1,0.0
1,0,0,1,0,0,18,1,0.0
0,1,0,1,9,0,7,3,3.0
0,1,1,1,9,6,9,3,1.5
1,1,1,1,9,1,6,3,3.0
0,0,1,0,9,9,18,2,3.0
1,1,0,1,6,6,18,1,0.0
0,0,1,0,9,0,12,3,3.0
0,0,0,1,9,9,18,3,3.0
1,1,1,1,9,9,15,2,2.333333333333333
0,1,0,1,9,9,18,-2,1.3333333333333333
1,1,0,1,0,0,9,empty,1.5
1,0,0,1,9,9,18,1,1.5
1,0,1,0,0,0,18,empty,2.5
0,1,1,1,6,0,9,4,2.333333333333333
0,1,1,1,9,9,18,-1,3.0
1,1,0,1,6,6,18,1,0.0
1,1,0,1,9,0,9,3,3.0
0,1,0,1,9,0,18,3,3.0
0,1,1,1,9,9,18,2,2.5
0,1,0,1,0,0,2,-1,0.0
1,1,0,1,0,0,1,empty,0.0
1,0,0,1,9,9,10,-1,3.0
0,0,0,1,9,9,10,1,2.0
1,1,0,1,9,9,18,-2,2.5
1,0,0,1,9,9,18,1,3.0
0,1,0,1,6,0,9,1,1.5
1,1,0,1,9,9,18,3,3.0
0,1,1,1,9,9,18,3,3.0
0,1,0,0,0,0,1,1,0.0
1,0,0,1,9,0,9,2,1.0
0,1,1,1,9,0,10,4,2.0
0,1,1,1,9,9,15,1,2.5
1,0,1,1,9,0,7,3,3.0
0,1,1,0,9,9,18,3,2.0
0,0,1,1,9,0,9,3,3.0
0,0,1,0,0,0,9,1,0.0
1,1,1,1,9,0,12,3,2.5
1,0,1,1,0,0,18,empty,3.0
0,0,1,1,0,0,18,empty,2.333333333333333
1,1,0,1,9,9,18,0,1.0
0,1,1,1,9,9,9,1,3.0
0,0,0,1,6,0,8,2,2.333333333333333
0,0,1,0,9,0,9,1,1.1666666666666665
1,1,1,1,9,0,10,2,2.5
1,0,0,1,9,0,12,4,2.0
1,0,1,1,9,9,12,1,2.5
0,0,1,1,6,0,7,4,1.0
0,0,0,1,9,9,18,2,0.0
0,1,0,1,0,0,2,1,0.0
1,1,1,1,9,0,11,3,3.0
0,0,1,1,9,9,18,2,3.0
0,1,1,1,9,9,18,2,3.0
0,0,1,0,9,9,18,1,1.0
0,1,1,1,9,8,15,3,3.0
0,0,1,1,7,0,9,3,3.0
1,0,0,1,9,0,18,2,2.5
0,1,0,1,0,0,15,empty,1.5
0,1,1,1,6,0,18,4,0.5
