XsvK4NT3Nh5wjR8En,loss,9,9,0.0
KgZMYh23LzaJQn9xQ,loss,9,0,3.0
5FeAYE9ht2bBCK8Lk,loss,9,9,3.0
wZbv3M3dFcDzAi36e,gain,9,0,3.0
F3ZWcZX7ARkhPJmRW,gain,9,9,2.5
TYLSC3JKidf2ijqLa,gain,9,0,3.0
oWHGBei3dY4SjyLpw,loss,9,0,2.5
q7T5qjCJmLKiFDM7B,loss,6,0,3.0
cSZYtAZP8JYGj5YJm,gain,6,6,1.0
iw4jvD5va5fnWukXC,loss,9,0,1.0
5eAZsM6sSPgLp2AGc,gain,1,1,0.0
Zni6Soax4z3GW8Df2,gain,9,0,1.1666666666666665
pnco6QuR9SNdHu77x,gain,9,6,1.0
Wxu8k7df9yj4j6573,gain,9,6,1.3333333333333333
GBR5Ti7uHcvswPGew,gain,9,9,2.333333333333333
EKWRiN76o86oB7anS,gain,9,0,2.5
2uka6dm2y2BiZJ2zv,gain,9,1,3.0
Ka7uwDPR6rD8fmrYq,loss,9,9,0.0
bWNtxPkGd8xNqDf2H,gain,9,9,2.5
XCDm5KKWWLKo82ig8,gain,6,0,1.5
zBGtTaoT9NXXoiDCo,loss,9,4,2.5
XXfq2mbXgiwoevAzb,gain,9,0,2.5
Ny9gao85Xj9EsukBG,gain,9,0,3.0
NEBKBc4v4z22JjHsM,gain,9,0,3.0
btruDZRTdLHpSMw8Z,gain,9,0,1.3333333333333333
Wsfum3agWhXQX8CXx,gain,9,0,3.0
P3KQ9YkjZxt4RLM8n,loss,9,0,1.1666666666666665
ppT2KoixinaKc9zLD,gain,9,9,3.0
zHSLFZ2ThvDD5HYzx,loss,9,2,3.0
SPtAAc7NJbzx6HGnv,gain,9,1,3.0
FK4Hu9RZqcpEHNEsT,gain,9,3,3.0
SJfYbZhnHTBay5yyX,gain,9,9,3.0
iNRN7ctrXkwmZQSxt,gain,9,9,2.5
ZNHoLFfThXn3dxpiE,gain,9,0,3.0
z5RvEc5BoDxBiH3iy,gain,0,0,1.5
8AFCu9YsQmR2WDkrk,loss,9,2,3.0
47GQnCY9tKY6QcziM,gain,9,9,1.0
79cjqjh3rhGT85Z35,gain,9,1,3.0
7pCqtPS3WupS8an42,gain,9,8,3.0
YGJd65DmqYzQazNgB,loss,9,9,1.1666666666666665
ozofPi8aj5tyaT4eg,gain,9,0,3.0
peZip3nZ25pQ4ism4,loss,9,9,1.3333333333333333
veJrsxDb3LXrES4xG,loss,0,0,0.5
Yq2tfTdFxrtJJrtiK,loss,9,0,3.0
zr6MbzW9igA4q3Bpk,gain,9,0,3.0
CLtNCJghz2jZqxeK9,gain,9,0,3.0
WWN5DFC5NTCBf5mzm,gain,9,9,3.0
PqWLTxemD9c69esfF,loss,9,6,2.5
46jJ5bQRXvenhFmTb,gain,0,0,0.0
sffrXtuXr5TiAB4mp,gain,9,0,3.0
e39vqG226v3BajR5r,gain,0,0,2.333333333333333
KtmBDbHyRWmxF3pSe,loss,9,0,3.0
bvQKD5bRjLyvwCpPy,gain,9,4,3.0
JSbt6gZfMo7joBzGv,loss,9,9,2.0
yqvi6AycizdfMW67J,gain,0,0,0.0
AwhQeCLDxEyvjTy3X,gain,9,9,1.5
oD7a6GFkarvp84PRt,gain,9,9,2.3333333333333335
KhryLZQ5TvoZre7Wq,loss,0,0,3.0
yZoeMgzGtaMeqaFnP,loss,9,9,3.0
65rkkh9mvCWJswXdW,gain,9,8,3.0
uaKgcq3eKvpoHhiRp,gain,9,0,3.0
e3qn8csAYTbHfMxkK,gain,6,6,1.0
CBqTRZWRzXAgfN9Yy,gain,4,1,2.5
ufYSbrs2puEYHomhr,loss,9,9,3.0
naXyBAkcHQnvmWAq2,loss,9,9,1.5
RRGteZxa2sZLjy7tF,gain,9,9,2.5
L4ym7sk99zbs7SpRS,gain,9,3,1.5
nyhJYddWvp3BB3QQw,loss,9,9,1.5
DE4yEJwaXQHEzKcQa,loss,9,0,3.0
MLNEv85tZLCBBPkBJ,loss,9,0,2.0
pJmeMQeWgG5t6W9qP,loss,9,0,3.0
Qqh6muXhTuf3GrNiT,loss,9,0,2.333333333333333
uSMjBeZWWWbr389eX,loss,6,0,2.5
