A8Cj2fKdNtZJqYLwh,loss,9,0,1.5
w7iHdtHuvS62tpX9A,gain,9,9,3.0
E3NcHz7W573rHYeyY,loss,9,3,2.5
TRHpDyjtFJ4Bf98dL,loss,0,0,2.0
no24mX6RndnhrbK2G,gain,9,0,2.5
r7ouGiTYscdMz7S96,gain,9,0,2.5
DJkv5Fv9S4kWNyB3h,loss,0,0,0.3333333333333333
J2cummHqPe6hMCzQa,gain,9,6,1.5
yqM2BRFq8ZRfjjLkq,gain,9,0,0.0
Go273GW8uicZrCdSD,loss,9,0,3.0
KM8aPtzLYKjy9Wd6r,loss,9,3,2.3333333333333335
9ywHQR3mBPMwFxoz9,loss,9,0,3.0
trErkp8jGhzNAdEsC,loss,9,9,2.5
RMo96PZASrs7J7ShD,loss,9,0,1.3333333333333333
nxAYw9WDEpZEActyW,gain,9,6,2.5
NvQHkQfCNThsLfjfy,loss,9,0,1.0
wLGnCDxPy8oExZXAx,loss,9,9,3.0
BNHYtgF3y6oE5Z7KQ,gain,6,6,0.0
JzmhwhLyzer2RAe6v,gain,9,1,2.5
Lcmknpky6pFHN3tQu,loss,9,3,2.0
Af6EwezJnoFReEpua,loss,9,1,2.0
c7KXKPxqoFftvbiRo,gain,0,0,0.0
DW37WiLZena9WDYfN,loss,9,9,3.0
udy3MprwBQ5HiyMCT,gain,9,0,2.0
rzgwdpdiJDSxYGZnA,gain,9,9,3.0
J4zEKsDmhBZRemQxx,loss,9,0,3.0
i8NjyEXvuMDxg5nGL,gain,9,9,2.5
2HF6FqEczphrX2Bid,gain,9,3,3.0
qXjSPCjisfJ95eEvt,gain,9,6,0.0
nTjB9cbr4ip2uXa8g,gain,9,6,2.5
YiHmJ4qLbxiwyjMFd,gain,9,9,1.1666666666666665
7WepedTffMwj4827y,loss,9,0,2.5
K3ZMCWFyEZDHrTyJs,gain,9,9,3.0
CpCwPvRPuXbcP6cz2,loss,0,0,0.0
2EaSSMTDRTavgzxWY,loss,9,9,3.0
HzyJf3ecpepyFffL9,gain,9,9,1.5
tDQkgwFiLneeqykeP,gain,9,9,2.333333333333333
BynvkWSwo2taRoXrX,gain,9,9,1.3333333333333333
sXZRJJZZ4ukn5Rhsa,loss,9,3,1.3333333333333333
AqpMTK8pfa3ZDgCnX,loss,6,0,1.5
8rkTWSowd8QnKYkrE,gain,9,9,2.5
wGaSKjvm4o49LhLrg,loss,9,1,3.0
kzsfFDBTiA8Hm5zG8,gain,9,0,3.0
qBC3M3KQn9vNCcPqE,gain,9,9,2.5
cLfpHqBMQyBqJmqZN,gain,9,9,2.0
JYCXAYdtPkWscrdLB,loss,9,0,3.0
hFMehFgYKLkcpyuQ9,gain,3,1,0.0
LpifnQpyoAC96S573,gain,9,5,3.0
eBK9ZbEMsYZr4qvN5,loss,9,9,3.0
kErKZoNcgLDEQLh9h,gain,0,0,0.0
ANpFmJSXtcMZLsKb7,loss,9,9,0.3333333333333333
Bpj4sGSnkFdkCCxNf,loss,9,9,1.0
XEFQSfMA4Np9cuPw7,gain,9,0,1.5
k3GpWCr7PFT6C8hp7,gain,9,0,2.0
RiaXcXZD8EMe3D675,loss,0,0,0.0
eCXK2ArfS3criAJTB,gain,9,3,3.0
4KFh6N3nNwuJAz9bM,gain,9,9,3.0
