0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,7,2,9,9,0,9,1,1,4,1,5,0,0,0
0,1,9,9,18,9,9,18,1,.,9,9,18,9,9,18
0,0,9,9,18,9,9,18,0,0,9,9,18,9,3,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,9,0,9,9,0,9,1,1,0,0,0,0,0,0
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,9,18,9,4,13,1,.,9,3,12,9,0,9
0,1,9,9,18,9,0,9,1,1,9,9,18,9,9,18
0,0,9,9,18,9,0,9,0,0,9,0,9,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,1,9,6,15,9,9,18,0,1,9,9,18,9,9,18
1,1,9,0,9,9,0,9,1,1,9,0,9,9,2,11
1,1,9,9,18,9,0,9,1,1,9,9,18,9,9,18
1,1,9,0,9,9,1,10,1,1,9,3,12,9,0,9
1,1,9,0,9,9,0,9,1,.,9,3,12,9,0,9
0,0,9,9,18,9,2,11,0,0,9,9,18,9,9,18
0,0,9,9,18,9,6,15,0,0,9,9,18,0,0,0
1,1,9,0,9,9,0,9,1,1,9,1,10,0,0,0
1,1,9,0,9,9,0,9,1,.,9,0,9,9,0,9
1,1,9,5,14,9,0,9,1,1,9,1,10,0,0,0
0,0,9,0,9,9,0,9,0,.,9,0,9,9,0,9
0,0,9,6,15,9,0,9,0,0,9,3,12,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,2,11,9,4,13,1,1,9,2,11,0,0,0
1,1,9,9,18,9,9,18,1,1,9,0,9,9,1,10
0,0,9,6,15,9,0,9,0,0,9,0,9,9,1,10
0,1,9,0,9,9,0,9,1,1,9,9,18,9,9,18
1,1,9,0,9,9,6,15,1,1,9,9,18,9,9,18
1,1,9,3,12,9,6,15,0,1,0,0,0,0,0,0
0,1,9,0,9,9,0,9,0,0,2,2,4,0,0,0
0,0,9,0,9,9,0,9,0,0,9,9,18,9,9,18
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
0,0,9,3,12,9,0,9,.,.,9,0,9,9,0,9
0,0,9,0,9,9,1,10,0,.,9,1,10,9,1,10
1,0,6,1,7,9,0,9,1,1,8,0,8,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,0,9,9,9,18,0,1,9,9,18,9,9,18
1,1,9,9,18,9,2,11,1,1,9,2,11,9,0,9
0,0,9,0,9,9,0,9,1,1,9,0,9,9,0,9
0,0,7,0,7,9,0,9,0,0,9,0,9,9,0,9
1,1,9,0,9,9,0,9,1,1,9,0,9,0,0,0
1,1,9,4,13,9,0,9,1,0,9,3,12,9,0,9
1,1,9,0,9,9,0,9,1,.,9,0,9,0,0,0
0,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,7,0,7,9,2,11,1,0,0,0,0,0,0,0
1,1,9,3,12,9,0,9,1,1,9,2,11,9,3,12
1,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
1,1,9,3,12,9,7,16,1,1,9,9,18,9,9,18
1,1,9,0,9,9,0,9,1,1,9,6,15,9,0,9
.,.,1,0,1,0,0,0,.,.,0,0,0,0,0,0
0,0,9,7,16,9,0,9,0,0,9,1,10,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,9,18,9,6,15,1,1,9,9,18,9,6,15
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,9,18,9,9,18,0,0,0,0,0,0,0,0
0,1,5,0,5,0,0,0,0,1,0,0,0,0,0,0
0,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0
1,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
1,1,9,9,18,9,0,9,1,1,9,0,9,9,0,9
0,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,1,10,9,9,18,0,0,9,9,18,9,6,15
0,0,9,9,18,9,3,12,0,0,9,9,18,9,3,12
0,0,9,9,18,9,1,10,0,0,9,6,15,9,1,10
0,0,9,1,10,9,0,9,0,0,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,9,9,0,9,0,.,9,0,9,9,0,9
0,0,9,9,18,9,0,9,0,0,9,6,15,9,0,9
1,1,9,0,9,9,6,15,1,1,9,9,18,9,9,18
0,0,9,0,9,9,9,18,0,0,9,0,9,9,0,9
.,1,9,9,18,9,9,18,0,.,9,9,18,9,9,18
1,1,9,0,9,9,6,15,1,1,9,0,9,9,1,10
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,0,9,0,9,9,0,9,1,0,9,0,9,9,0,9
0,0,9,1,10,9,0,9,0,0,9,9,18,9,9,18
0,0,9,6,15,2,0,2,0,.,0,0,0,0,0,0
0,0,9,0,9,9,0,9,0,0,9,0,9,9,0,9
0,0,9,0,9,9,0,9,0,.,9,0,9,9,3,12
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,0,9,9,0,9,1,1,9,9,18,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,9,18,9,3,12,1,1,9,9,18,9,0,9
1,1,9,6,15,9,6,15,1,1,9,9,18,9,6,15
1,1,9,7,16,9,0,9,1,1,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,0,9,9,0,9,1,1,9,0,9,9,0,9
0,0,9,3,12,9,0,9,0,.,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,1,9,6,15,9,0,9,0,0,9,3,12,9,0,9
1,1,9,9,18,9,9,18,.,.,9,0,9,8,0,8
0,0,9,1,10,3,0,3,0,0,0,0,0,0,0,0
1,1,9,9,18,9,8,17,1,1,9,0,9,9,0,9
0,0,9,9,18,9,9,18,0,0,9,6,15,3,0,3
1,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,0,9
0,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0
0,1,9,9,18,9,0,9,0,1,9,0,9,9,0,9
1,0,9,9,18,9,3,12,1,0,9,9,18,9,9,18
1,1,2,0,2,9,0,9,1,1,9,0,9,9,6,15
0,1,9,2,11,9,3,12,1,1,9,3,12,9,0,9
0,0,9,4,13,9,0,9,0,0,9,1,10,9,0,9
1,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,9,18,9,0,9,0,0,3,1,4,0,0,0
0,0,9,0,9,9,0,9,0,0,9,0,9,0,0,0
0,0,9,6,15,9,0,9,0,0,9,0,9,9,0,9
1,1,9,4,13,9,0,9,1,1,9,0,9,9,0,9
0,0,9,1,10,9,0,9,0,0,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,.,9,3,12,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,3,12,9,0,9,1,1,9,0,9,9,0,9
0,0,5,0,5,1,1,2,0,0,0,0,0,0,0,0
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,9,18,9,6,15,0,0,6,0,6,7,0,7
1,1,9,2,11,9,0,9,1,1,9,1,10,0,0,0
0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,9,9,0,9,1,1,9,0,9,9,2,11
1,1,9,0,9,9,4,13,1,1,9,9,18,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
0,0,9,9,18,9,0,9,0,0,9,4,13,9,2,11
0,0,9,0,9,9,0,9,0,1,9,0,9,9,0,9
0,0,9,9,18,9,4,13,1,1,9,3,12,9,0,9
0,0,9,5,14,3,0,3,.,.,9,6,15,9,0,9
1,1,9,0,9,3,0,3,1,0,0,0,0,0,0,0
0,0,9,0,9,9,0,9,0,0,9,0,9,0,0,0
1,0,9,0,9,9,0,9,1,1,9,0,9,9,3,12
1,0,9,0,9,9,0,9,1,1,9,3,12,9,0,9
1,1,9,0,9,9,0,9,1,1,9,2,11,9,0,9
1,1,9,9,18,9,9,18,1,1,9,9,18,9,9,18
1,1,9,3,12,9,0,9,1,1,9,9,18,9,9,18
1,1,9,2,11,9,2,11,1,1,9,0,9,0,0,0
1,1,9,0,9,9,0,9,1,1,9,0,9,9,0,9
0,0,9,9,18,9,9,18,0,0,9,9,18,9,9,18
1,1,9,0,9,9,0,9,0,1,9,0,9,9,0,9
1,1,9,9,18,9,9,18,1,1,9,7,16,9,0,9
1,1,9,3,12,9,6,15,1,1,9,0,9,9,2,11
0,.,9,0,9,7,0,7,0,0,9,0,9,0,0,0
0,0,9,9,18,6,6,12,0,0,9,9,18,0,0,0
0,0,9,9,18,9,1,10,0,0,9,0,9,9,0,9
1,1,9,9,18,9,0,9,1,1,9,1,10,9,0,9
1,1,9,1,10,9,0,9,1,1,9,0,9,9,0,9
