65rkkh9mvCWJswXdW,0,1,1,1,9,6,3,3.0
RiaXcXZD8EMe3D675,0,0,0,1,0,0,1,0.3333333333333333
i8NjyEXvuMDxg5nGL,0,1,1,1,9,9,0,2.5
yqvi6AycizdfMW67J,0,1,0,0,0,0,-1,0.0
2HF6FqEczphrX2Bid,0,1,1,1,9,0,3,3.0
8AFCu9YsQmR2WDkrk,0,0,1,1,9,0,3,3.0
wZbv3M3dFcDzAi36e,0,1,1,1,9,3,2,2.5
Yq2tfTdFxrtJJrtiK,1,0,1,1,9,1,3,3.0
F3ZWcZX7ARkhPJmRW,1,1,1,0,9,9,2,3.0
eBK9ZbEMsYZr4qvN5,0,0,1,0,9,9,3,3.0
LpifnQpyoAC96S573,0,1,1,0,9,4,2,3.0
P3KQ9YkjZxt4RLM8n,0,0,1,0,9,0,2,2.0
ANpFmJSXtcMZLsKb7,0,0,1,0,9,9,0,0.3333333333333333
Qqh6muXhTuf3GrNiT,1,0,1,1,9,0,3,3.0
r7ouGiTYscdMz7S96,1,1,0,1,0,0,0,0.0
qBC3M3KQn9vNCcPqE,1,1,1,1,9,6,0,2.0
DJkv5Fv9S4kWNyB3h,1,0,1,1,0,0,1,0.8333333333333333
7WepedTffMwj4827y,1,0,0,1,9,0,2,2.5
e39vqG226v3BajR5r,1,1,1,1,0,0,1,0.0
K3ZMCWFyEZDHrTyJs,0,1,0,1,6,0,1,0.5
hFMehFgYKLkcpyuQ9,0,1,0,1,0,0,2,0.0
rzgwdpdiJDSxYGZnA,0,1,1,0,9,9,0,2.0
RMo96PZASrs7J7ShD,0,0,0,1,9,0,3,1.5
HzyJf3ecpepyFffL9,0,1,0,1,9,7,0,1.5
zBGtTaoT9NXXoiDCo,1,0,0,1,9,2,3,2.5
9ywHQR3mBPMwFxoz9,0,0,0,1,0,0,1,0.5
YGJd65DmqYzQazNgB,1,0,0,1,9,3,2,2.333333333333333
Ny9gao85Xj9EsukBG,0,1,1,1,9,0,3,2.0
J4zEKsDmhBZRemQxx,0,0,1,1,9,0,3,3.0
NvQHkQfCNThsLfjfy,1,0,1,1,9,3,2,1.0
uaKgcq3eKvpoHhiRp,0,1,1,1,9,0,3,3.0
pnco6QuR9SNdHu77x,1,1,0,1,9,0,3,1.0
bWNtxPkGd8xNqDf2H,0,1,1,0,9,9,0,2.0
Go273GW8uicZrCdSD,0,0,1,1,9,3,3,1.5
Zni6Soax4z3GW8Df2,1,1,0,1,0,0,3,1.0
ufYSbrs2puEYHomhr,1,0,0,1,9,9,0,3.0
SPtAAc7NJbzx6HGnv,0,1,1,1,9,0,3,3.0
Lcmknpky6pFHN3tQu,1,0,0,1,9,0,3,1.3333333333333333
A8Cj2fKdNtZJqYLwh,0,0,0,0,9,0,3,3.0
AqpMTK8pfa3ZDgCnX,0,0,0,0,6,0,-1,0.0
KM8aPtzLYKjy9Wd6r,1,0,0,1,9,0,1,2.5
J2cummHqPe6hMCzQa,0,1,1,1,9,0,3,2.3333333333333335
SJfYbZhnHTBay5yyX,0,1,1,0,9,9,0,3.0
c7KXKPxqoFftvbiRo,0,1,0,1,0,0,-2,0.0
eCXK2ArfS3criAJTB,1,1,1,1,9,0,1,2.333333333333333
8rkTWSowd8QnKYkrE,1,1,0,1,9,9,3,2.0
trErkp8jGhzNAdEsC,1,0,1,1,9,9,1,2.0
5eAZsM6sSPgLp2AGc,0,1,0,1,0,0,1,0.3333333333333333
qXjSPCjisfJ95eEvt,1,1,0,1,9,8,0,0.0
XEFQSfMA4Np9cuPw7,0,1,0,1,9,0,1,1.8333333333333333
Af6EwezJnoFReEpua,1,0,0,1,9,0,3,3.0
nTjB9cbr4ip2uXa8g,1,1,0,1,9,1,3,2.0
yZoeMgzGtaMeqaFnP,0,0,1,0,9,6,-1,2.0
udy3MprwBQ5HiyMCT,0,1,1,0,9,0,3,3.0
5FeAYE9ht2bBCK8Lk,1,0,0,0,9,6,0,3.0
JYCXAYdtPkWscrdLB,0,0,1,1,9,0,3,3.0
kErKZoNcgLDEQLh9h,0,1,0,1,0,0,1,0.0
Wxu8k7df9yj4j6573,0,1,1,0,9,9,0,2.0
NEBKBc4v4z22JjHsM,0,1,1,0,9,1,3,3.0
peZip3nZ25pQ4ism4,1,0,1,1,9,9,2,3.0
bvQKD5bRjLyvwCpPy,1,1,1,1,9,0,3,3.0
CBqTRZWRzXAgfN9Yy,0,1,1,1,0,0,0,1.0
z5RvEc5BoDxBiH3iy,0,1,1,1,0,0,1,0.0
wGaSKjvm4o49LhLrg,0,0,1,0,9,0,3,3.0
DE4yEJwaXQHEzKcQa,0,0,1,0,9,0,3,3.0
e3qn8csAYTbHfMxkK,1,1,0,1,6,0,2,1.5
iw4jvD5va5fnWukXC,1,0,0,1,9,0,3,1.1666666666666665
CLtNCJghz2jZqxeK9,0,1,0,1,9,0,3,2.3333333333333335
sffrXtuXr5TiAB4mp,1,1,1,1,9,0,3,2.3333333333333335
7pCqtPS3WupS8an42,0,1,1,0,9,0,3,3.0
pJmeMQeWgG5t6W9qP,0,0,1,1,9,0,3,3.0
BynvkWSwo2taRoXrX,0,1,0,1,9,9,1,2.3333333333333335
WWN5DFC5NTCBf5mzm,0,1,1,0,9,9,3,3.0
tDQkgwFiLneeqykeP,1,1,1,1,9,9,0,3.0
uSMjBeZWWWbr389eX,0,0,1,0,9,0,3,3.0
no24mX6RndnhrbK2G,1,1,1,1,0,0,1,0.6666666666666666
JSbt6gZfMo7joBzGv,0,0,0,1,9,6,-1,3.0
iNRN7ctrXkwmZQSxt,0,1,1,0,9,9,3,3.0
q7T5qjCJmLKiFDM7B,1,0,1,0,9,0,3,3.0
47GQnCY9tKY6QcziM,1,1,0,1,9,9,0,3.0
RRGteZxa2sZLjy7tF,1,1,1,1,9,9,2,2.3333333333333335
Bpj4sGSnkFdkCCxNf,0,0,1,1,9,9,0,1.0
oD7a6GFkarvp84PRt,0,1,1,0,9,6,2,3.0
4KFh6N3nNwuJAz9bM,0,1,1,1,9,8,3,3.0
veJrsxDb3LXrES4xG,0,0,1,1,0,0,-1,0.0
nxAYw9WDEpZEActyW,0,1,0,1,3,0,2,2.0
cSZYtAZP8JYGj5YJm,1,1,1,0,9,9,2,1.6666666666666665
nyhJYddWvp3BB3QQw,0,0,1,1,9,6,1,1.5
KhryLZQ5TvoZre7Wq,0,0,1,1,0,0,-1,0.0
cLfpHqBMQyBqJmqZN,0,1,1,0,9,9,2,3.0
btruDZRTdLHpSMw8Z,1,1,1,0,9,0,3,1.1666666666666665
wLGnCDxPy8oExZXAx,0,0,1,1,9,9,0,3.0
GBR5Ti7uHcvswPGew,1,1,1,0,9,9,3,3.0
oWHGBei3dY4SjyLpw,1,0,1,0,9,0,3,3.0
ZNHoLFfThXn3dxpiE,0,1,1,0,9,0,3,3.0
zr6MbzW9igA4q3Bpk,1,1,1,1,0,0,3,3.0
2uka6dm2y2BiZJ2zv,1,1,1,0,0,0,3,3.0
XXfq2mbXgiwoevAzb,1,1,1,1,9,2,3,1.8333333333333333
XCDm5KKWWLKo82ig8,0,1,0,1,9,1,3,1.8333333333333333
ozofPi8aj5tyaT4eg,0,1,0,1,9,0,3,3.0
zHSLFZ2ThvDD5HYzx,1,0,1,1,9,0,2,3.0
sXZRJJZZ4ukn5Rhsa,1,0,0,1,9,0,3,3.0
TYLSC3JKidf2ijqLa,0,1,1,1,9,0,3,2.0
79cjqjh3rhGT85Z35,0,1,1,0,0,0,0,2.0
ppT2KoixinaKc9zLD,1,1,0,1,9,9,3,2.5
DW37WiLZena9WDYfN,1,0,0,1,9,9,1,2.5
