KgZMYh23LzaJQn9xQ,loss,9,3,3,3.0
65rkkh9mvCWJswXdW,gain,9,6,3,3.0
RiaXcXZD8EMe3D675,loss,0,0,3,0.3333333333333333
i8NjyEXvuMDxg5nGL,gain,9,9,2,2.5
JzmhwhLyzer2RAe6v,gain,9,1,2,2.0
yqvi6AycizdfMW67J,gain,0,0,1,0.0
2HF6FqEczphrX2Bid,gain,9,0,2,3.0
8AFCu9YsQmR2WDkrk,loss,9,0,0,3.0
wZbv3M3dFcDzAi36e,gain,9,3,-2,2.5
Yq2tfTdFxrtJJrtiK,loss,9,1,1,3.0
F3ZWcZX7ARkhPJmRW,gain,9,9,3,3.0
E3NcHz7W573rHYeyY,loss,9,0,1,3.0
eBK9ZbEMsYZr4qvN5,loss,9,9,2,3.0
LpifnQpyoAC96S573,gain,9,4,3,3.0
P3KQ9YkjZxt4RLM8n,loss,9,0,0,2.0
ANpFmJSXtcMZLsKb7,loss,9,9,0,0.3333333333333333
2EaSSMTDRTavgzxWY,loss,0,0,3,0.5
r7ouGiTYscdMz7S96,gain,0,0,-1,0.0
qBC3M3KQn9vNCcPqE,gain,9,6,2,2.0
DJkv5Fv9S4kWNyB3h,loss,0,0,-1,0.8333333333333333
7WepedTffMwj4827y,loss,9,0,1,2.5
e39vqG226v3BajR5r,gain,0,0,2,0.0
K3ZMCWFyEZDHrTyJs,gain,6,0,0,0.5
hFMehFgYKLkcpyuQ9,gain,0,0,0,0.0
rzgwdpdiJDSxYGZnA,gain,9,9,2,2.0
uaKgcq3eKvpoHhiRp,gain,9,0,2,3.0
HzyJf3ecpepyFffL9,gain,9,7,0,1.5
zBGtTaoT9NXXoiDCo,loss,9,2,-1,2.5
9ywHQR3mBPMwFxoz9,loss,0,0,3,0.5
YGJd65DmqYzQazNgB,loss,9,3,-1,2.333333333333333
Ny9gao85Xj9EsukBG,gain,9,0,0,2.0
J4zEKsDmhBZRemQxx,loss,9,0,2,3.0
NvQHkQfCNThsLfjfy,loss,9,3,3,1.0
RMo96PZASrs7J7ShD,loss,9,0,0,1.5
pnco6QuR9SNdHu77x,gain,9,0,3,1.0
bWNtxPkGd8xNqDf2H,gain,9,9,3,2.0
FK4Hu9RZqcpEHNEsT,gain,9,0,3,3.0
Go273GW8uicZrCdSD,loss,9,3,2,1.5
Zni6Soax4z3GW8Df2,gain,0,0,0,1.0
ufYSbrs2puEYHomhr,loss,9,9,3,3.0
SPtAAc7NJbzx6HGnv,gain,9,0,2,3.0
Lcmknpky6pFHN3tQu,loss,9,0,0,1.3333333333333333
A8Cj2fKdNtZJqYLwh,loss,9,0,0,3.0
46jJ5bQRXvenhFmTb,gain,0,0,-1,0.0
AqpMTK8pfa3ZDgCnX,loss,6,0,1,0.0
KM8aPtzLYKjy9Wd6r,loss,9,0,1,2.5
J2cummHqPe6hMCzQa,gain,9,0,2,2.3333333333333335
SJfYbZhnHTBay5yyX,gain,9,9,3,3.0
L4ym7sk99zbs7SpRS,gain,9,0,2,2.0
c7KXKPxqoFftvbiRo,gain,0,0,0,0.0
eCXK2ArfS3criAJTB,gain,9,0,1,2.333333333333333
8rkTWSowd8QnKYkrE,gain,9,9,1,2.0
trErkp8jGhzNAdEsC,loss,9,9,0,2.0
5eAZsM6sSPgLp2AGc,gain,0,0,-1,0.3333333333333333
qXjSPCjisfJ95eEvt,gain,9,8,-2,0.0
XEFQSfMA4Np9cuPw7,gain,9,0,-1,1.8333333333333333
Af6EwezJnoFReEpua,loss,9,0,0,3.0
nTjB9cbr4ip2uXa8g,gain,9,1,0,2.0
yZoeMgzGtaMeqaFnP,loss,9,6,3,2.0
udy3MprwBQ5HiyMCT,gain,9,0,3,3.0
5FeAYE9ht2bBCK8Lk,loss,9,6,1,3.0
JYCXAYdtPkWscrdLB,loss,9,0,3,3.0
kErKZoNcgLDEQLh9h,gain,0,0,0,0.0
Wxu8k7df9yj4j6573,gain,9,9,3,2.0
yqM2BRFq8ZRfjjLkq,gain,9,0,0,0.0
NEBKBc4v4z22JjHsM,gain,9,1,2,3.0
peZip3nZ25pQ4ism4,loss,9,9,2,3.0
bvQKD5bRjLyvwCpPy,gain,9,0,3,3.0
CBqTRZWRzXAgfN9Yy,gain,0,0,1,1.0
z5RvEc5BoDxBiH3iy,gain,0,0,0,0.0
wGaSKjvm4o49LhLrg,loss,9,0,3,3.0
DE4yEJwaXQHEzKcQa,loss,9,0,2,3.0
e3qn8csAYTbHfMxkK,gain,6,0,3,1.5
iw4jvD5va5fnWukXC,loss,9,0,2,1.1666666666666665
CLtNCJghz2jZqxeK9,gain,9,0,-1,2.3333333333333335
sffrXtuXr5TiAB4mp,gain,9,0,1,2.3333333333333335
7pCqtPS3WupS8an42,gain,9,0,3,3.0
pJmeMQeWgG5t6W9qP,loss,9,0,3,3.0
BynvkWSwo2taRoXrX,gain,9,9,2,2.3333333333333335
WWN5DFC5NTCBf5mzm,gain,9,9,2,3.0
tDQkgwFiLneeqykeP,gain,9,9,2,3.0
uSMjBeZWWWbr389eX,loss,9,0,3,3.0
no24mX6RndnhrbK2G,gain,0,0,1,0.6666666666666666
MLNEv85tZLCBBPkBJ,loss,9,0,3,2.0
JSbt6gZfMo7joBzGv,loss,9,6,3,3.0
iNRN7ctrXkwmZQSxt,gain,9,9,0,3.0
veJrsxDb3LXrES4xG,loss,0,0,3,0.0
q7T5qjCJmLKiFDM7B,loss,9,0,3,3.0
47GQnCY9tKY6QcziM,gain,9,9,1,3.0
RRGteZxa2sZLjy7tF,gain,9,9,1,2.3333333333333335
Bpj4sGSnkFdkCCxNf,loss,9,9,3,1.0
oD7a6GFkarvp84PRt,gain,9,6,3,3.0
4KFh6N3nNwuJAz9bM,gain,9,8,1,3.0
zr6MbzW9igA4q3Bpk,gain,0,0,-1,3.0
nxAYw9WDEpZEActyW,gain,3,0,-1,2.0
cSZYtAZP8JYGj5YJm,gain,9,9,2,1.6666666666666665
w7iHdtHuvS62tpX9A,gain,9,9,0,3.0
nyhJYddWvp3BB3QQw,loss,9,6,2,1.5
KhryLZQ5TvoZre7Wq,loss,0,0,1,0.0
cLfpHqBMQyBqJmqZN,gain,9,9,1,3.0
btruDZRTdLHpSMw8Z,gain,9,0,3,1.1666666666666665
wLGnCDxPy8oExZXAx,loss,9,9,3,3.0
GBR5Ti7uHcvswPGew,gain,9,9,2,3.0
oWHGBei3dY4SjyLpw,loss,9,0,-1,3.0
EKWRiN76o86oB7anS,gain,9,0,2,3.0
ZNHoLFfThXn3dxpiE,gain,9,0,3,3.0
k3GpWCr7PFT6C8hp7,gain,0,0,-1,0.0
2uka6dm2y2BiZJ2zv,gain,0,0,1,3.0
XXfq2mbXgiwoevAzb,gain,9,2,-1,1.8333333333333333
XCDm5KKWWLKo82ig8,gain,9,1,2,1.8333333333333333
ozofPi8aj5tyaT4eg,gain,9,0,3,3.0
zHSLFZ2ThvDD5HYzx,loss,9,0,2,3.0
sXZRJJZZ4ukn5Rhsa,loss,9,0,-2,3.0
TYLSC3JKidf2ijqLa,gain,9,0,2,2.0
79cjqjh3rhGT85Z35,gain,0,0,3,2.0
ppT2KoixinaKc9zLD,gain,9,9,3,2.5
DW37WiLZena9WDYfN,loss,9,9,0,2.5
KtmBDbHyRWmxF3pSe,loss,9,0,3,3.0
Wsfum3agWhXQX8CXx,gain,0,0,3,1.0
Qqh6muXhTuf3GrNiT,loss,9,0,0,3.0
XsvK4NT3Nh5wjR8En,loss,9,9,2,0.0
TRHpDyjtFJ4Bf98dL,loss,0,0,1,1.0
Ka7uwDPR6rD8fmrYq,loss,9,7,2,0.0
